Realm	Subrealm	Kingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	ICTV_ID
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Retroviridae	Orthoretrovirinae	Alpharetrovirus		Alpharetrovirus avimyecyt29	ICTV19952069
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Retroviridae	Orthoretrovirinae	Alpharetrovirus		Alpharetrovirus avirousar	ICTV19952071
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Retroviridae	Orthoretrovirinae	Alpharetrovirus		Alpharetrovirus avisar10	ICTV19991603
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus bancrofti	ICTV202318256
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus blanchseco	ICTV202008755
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus bole	ICTV202008753
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus heilongjiang	ICTV202419959
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus huanggang	ICTV202318260
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus huangpi	ICTV202318257
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus hubei	ICTV202214153
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus isaaci	ICTV202522051
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus jilin	ICTV202318255
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus marginatum	ICTV202522050
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus nanning	ICTV202318259
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus ningxia	ICTV202318263
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus qinghai	ICTV202318262
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus reticulatus	ICTV202318261
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus skanevik	ICTV202318254
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus tahe	ICTV202318258
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus taishun	ICTV202318253
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus wuhan	ICTV202008754
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alpharicinrhavirus		Alpharicinrhavirus zhangjiakou	ICTV202318252
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Hepelivirales		Mycoalphaviridae		Alphasclernavirus		Alphasclernavirus alphasclerotiniae	ICTV202420250
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Hepelivirales		Mycoalphaviridae		Alphasclernavirus		Alphasclernavirus betasclerotiniae	ICTV202420251
Singelaviria		Helvetiavirae	Dividoviricota		Laserviricetes		Halopanivirales		Sphaerolipoviridae		Alphasphaerolipovirus		Alphasphaerolipovirus helsinkii	ICTV20143666
Singelaviria		Helvetiavirae	Dividoviricota		Laserviricetes		Halopanivirales		Sphaerolipoviridae		Alphasphaerolipovirus		Alphasphaerolipovirus pinkense	ICTV20143665
Singelaviria		Helvetiavirae	Dividoviricota		Laserviricetes		Halopanivirales		Sphaerolipoviridae		Alphasphaerolipovirus		Alphasphaerolipovirus serpentinense	ICTV20143664
Singelaviria		Helvetiavirae	Dividoviricota		Laserviricetes		Halopanivirales		Sphaerolipoviridae		Alphasphaerolipovirus		Alphasphaerolipovirus viikkii	ICTV20165429
									Spiraviridae		Alphaspiravirus		Alphaspiravirus yamagawaense	ICTV20133580
Varidnaviria		Bamfordvirae	Preplasmiviricota	Prepoliviricotina	Tectiliviricetes		Kalamavirales		Tectiviridae		Alphatectivirus		Alphatectivirus PR4	ICTV20175994
Varidnaviria		Bamfordvirae	Preplasmiviricota	Prepoliviricotina	Tectiliviricetes		Kalamavirales		Tectiviridae		Alphatectivirus		Alphatectivirus PRD1	ICTV19780637
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alphathriprhavirus		Alphathriprhavirus intonsa	ICTV202214147
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alphathriprhavirus		Alphathriprhavirus tabaci	ICTV202214146
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus cerco1	ICTV202009395
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus cerco2	ICTV202009396
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus cerco3	ICTV202009397
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus cerco5	ICTV202009398
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus cerco6	ICTV20093114
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus cerco7	ICTV20093113
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin1	ICTV20093096
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin10	ICTV20093097
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin13	ICTV20093100
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin14	ICTV20093101
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin15	ICTV20093102
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin17	ICTV20093104
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin18	ICTV20093105
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin19	ICTV20093106
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin2	ICTV20093107
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin20	ICTV20093108
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin21	ICTV20093109
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin24	ICTV20093112
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin29	ICTV20093117
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin3	ICTV20093118
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin31	ICTV202009399
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin4	ICTV20093119
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin5	ICTV20093120
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin6	ICTV20093121
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin7	ICTV20093122
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Alphatorquevirus		Alphatorquevirus homin9	ICTV20093124
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Bullavirales		Eubullaviridae		Alphatrevirus		Alphatrevirus ID21	ICTV20153148
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Bullavirales		Eubullaviridae		Alphatrevirus		Alphatrevirus ID32	ICTV20153151
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Bullavirales		Eubullaviridae		Alphatrevirus		Alphatrevirus ID62	ICTV20153152
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Bullavirales		Eubullaviridae		Alphatrevirus		Alphatrevirus NC28	ICTV20153149
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Bullavirales		Eubullaviridae		Alphatrevirus		Alphatrevirus NC29	ICTV20153150
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Bullavirales		Eubullaviridae		Alphatrevirus		Alphatrevirus NC35	ICTV20153147
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Bullavirales		Eubullaviridae		Alphatrevirus		Alphatrevirus St1	ICTV19790421
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Bullavirales		Eubullaviridae		Alphatrevirus		Alphatrevirus WA45	ICTV20153146
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Bullavirales		Eubullaviridae		Alphatrevirus		Alphatrevirus alpha3	ICTV20041424
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Bullavirales		Eubullaviridae		Alphatrevirus		Alphatrevirus phiK	ICTV20041426
Adnaviria		Zilligvirae	Taleaviricota		Tokiviricetes		Primavirales		Tristromaviridae		Alphatristromavirus		Alphatristromavirus pozzuoliense	ICTV20165504
Adnaviria		Zilligvirae	Taleaviricota		Tokiviricetes		Primavirales		Tristromaviridae		Alphatristromavirus		Alphatristromavirus puteoliense	ICTV202012054
Varidnaviria		Abadenavirae	Produgelaviricota		Belvinaviricetes		Belfryvirales		Turriviridae		Alphaturrivirus		Alphaturrivirus hveragerdiense	ICTV20133576
Varidnaviria		Abadenavirae	Produgelaviricota		Belvinaviricetes		Belfryvirales		Turriviridae		Alphaturrivirus		Alphaturrivirus yellowstonense	ICTV20133575
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus aura	ICTV19710073
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus barmah	ICTV19820267
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus bebaru	ICTV19760565
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus caaingua	ICTV202009260
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus cabassou	ICTV19991676
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus chikungunya	ICTV19710074
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus eastern	ICTV19710075
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus eilat	ICTV20133321
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus everglades	ICTV19760568
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus fortmorgan	ICTV19991680
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus getah	ICTV19710076
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus highlandsj	ICTV19911488
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus madariaga	ICTV20125921
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus mayaro	ICTV19710077
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus middelburg	ICTV19710078
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus mossopedras	ICTV20074702
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus mucambo	ICTV19710079
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus ndumu	ICTV19760573
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus negro	ICTV19991672
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus onyong	ICTV19710080
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus pixuna	ICTV19710081
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus rossriver	ICTV19991689
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus salmon	ICTV20021768
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus seal	ICTV20074712
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus semliki	ICTV19710083
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus sindbis	ICTV19991691
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus tonate	ICTV20074713
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus trocara	ICTV20021771
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus una	ICTV19710085
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus venezuelan	ICTV19710086
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus western	ICTV19710087
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Martellivirales		Togaviridae		Alphavirus		Alphavirus whataroa	ICTV19710088
Riboviria		Orthornavirae	Pisuviricota				Yadokarivirales		Yadokariviridae		Alphayadokarivirus		Alphayadokarivirus gobani	ICTV202112473
Riboviria		Orthornavirae	Pisuviricota				Yadokarivirales		Yadokariviridae		Alphayadokarivirus		Alphayadokarivirus ichibani	ICTV202112469
Riboviria		Orthornavirae	Pisuviricota				Yadokarivirales		Yadokariviridae		Alphayadokarivirus		Alphayadokarivirus nibani	ICTV202112470
Riboviria		Orthornavirae	Pisuviricota				Yadokarivirales		Yadokariviridae		Alphayadokarivirus		Alphayadokarivirus rokubani	ICTV202112474
Riboviria		Orthornavirae	Pisuviricota				Yadokarivirales		Yadokariviridae		Alphayadokarivirus		Alphayadokarivirus sanbani	ICTV202112471
Riboviria		Orthornavirae	Pisuviricota				Yadokarivirales		Yadokariviridae		Alphayadokarivirus		Alphayadokarivirus yonbani	ICTV202112472
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Berryhillviridae		Altadenavirus		Altadenavirus altadena	ICTV202420092
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Berryhillviridae		Altadenavirus		Altadenavirus bumble	ICTV202420093
Riboviria		Orthornavirae	Duplornaviricota		Chrymotiviricetes		Ghabrivirales	Gammatotivirineae	Alternaviridae		Alternavirus		Alternavirus alternariae	ICTV202214983
Riboviria		Orthornavirae	Duplornaviricota		Chrymotiviricetes		Ghabrivirales	Gammatotivirineae	Alternaviridae		Alternavirus		Alternavirus aspergilli	ICTV202214984
Riboviria		Orthornavirae	Duplornaviricota		Chrymotiviricetes		Ghabrivirales	Gammatotivirineae	Alternaviridae		Alternavirus		Alternavirus cordycipitae	ICTV202214985
Riboviria		Orthornavirae	Duplornaviricota		Chrymotiviricetes		Ghabrivirales	Gammatotivirineae	Alternaviridae		Alternavirus		Alternavirus foxispori	ICTV202214986
Riboviria		Orthornavirae	Duplornaviricota		Chrymotiviricetes		Ghabrivirales	Gammatotivirineae	Alternaviridae		Alternavirus		Alternavirus fusarii	ICTV202214987
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Alvestavirus		Alvestavirus fundivicinum	ICTV202316884
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Atkinsviridae		Alvostovirus		Alvostovirus lutivicinum	ICTV202010804
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Pieniviridae		Alydrochavirus		Alydrochavirus faecalis	ICTV202522939
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Pikkuviridae		Alzhudosvirus		Alzhudosvirus choerus	ICTV202522945
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Alpavirales		Pikkuviridae		Alzhuvirus		Alzhuvirus porcinus	ICTV202522946
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Alvaradovirinae	Amaduovirus		Amaduovirus AMA2	ICTV202522086
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Alvaradovirinae	Amaduovirus		Amaduovirus sv8324	ICTV20164997
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Amalgaviridae		Amalgavirus		Amalgavirus allii	ICTV201856725
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Amalgaviridae		Amalgavirus		Amalgavirus cepae	ICTV201856726
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Amalgaviridae		Amalgavirus		Amalgavirus lycopersici	ICTV20133599
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Amalgaviridae		Amalgavirus		Amalgavirus marinae	ICTV201856729
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Amalgaviridae		Amalgavirus		Amalgavirus rhododendri	ICTV20133601
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Amalgaviridae		Amalgavirus		Amalgavirus spinaciae	ICTV201856727
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Amalgaviridae		Amalgavirus		Amalgavirus vaccinii	ICTV20133600
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Amalgaviridae		Amalgavirus		Amalgavirus viciae	ICTV20133602
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Amalgaviridae		Amalgavirus		Amalgavirus zosterae	ICTV201856728
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Mahapunaviridae		Amalthevirus		Amalthevirus altais	ICTV202318955
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Ringavirales		Pecoviridae		Amaruvirus		Amaruvirus aka	ICTV202318583
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Ringavirales		Pecoviridae		Amaruvirus		Amaruvirus masi	ICTV202318584
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Ringavirales		Pecoviridae		Amaruvirus		Amaruvirus taruka	ICTV202318582
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Grandevirales		Lakviridae	Quingentivirinae	Amboselivirus		Amboselivirus simi	ICTV202420592
